Mode,Year,Month,Ridership,Heat_Wave_Days,Heat_Wave_Events,Cold_Wave_Days,Cold_Wave_Events,Heavy_Precip_Days,Heavy_Precip_Events,Heavy_Snow_Days,Heavy_Snow_Events,Pandemic_Period,Pandemic_Period_Label
Trackless Trolley,2024,2,17031,0,0,5,1,0,0,0,0,Post-Pandemic,2
Trackless Trolley,2024,1,15589,0,0,15,3,0,0,1,1,Post-Pandemic,2
Trackless Trolley,2024,7,22834,14,3,0,0,0,0,0,0,Post-Pandemic,2
Trackless Trolley,2024,6,20668,7,1,0,0,0,0,0,0,Post-Pandemic,2
Trackless Trolley,2024,3,15551,0,0,0,0,4,1,0,0,Post-Pandemic,2
Trackless Trolley,2024,5,25103,0,0,0,0,0,0,0,0,Post-Pandemic,2
Trackless Trolley,2024,11,24791,0,0,0,0,0,0,0,0,Post-Pandemic,2
Trackless Trolley,2024,10,26436,0,0,0,0,0,0,0,0,Post-Pandemic,2
Trackless Trolley,2024,9,26057,0,0,0,0,0,0,0,0,Post-Pandemic,2
Trolley,2019,4,156318,0,0,0,0,0,0,0,0,Pre-Pandemic,0
Trolley,2019,8,140726,8,1,0,0,0,0,0,0,Pre-Pandemic,0
Trolley,2019,12,147998,0,0,9,2,0,0,0,0,Pre-Pandemic,0
Trolley,2019,2,150087,0,0,10,2,0,0,0,0,Pre-Pandemic,0
Trolley,2019,1,150087,0,0,14,2,0,0,0,0,Pre-Pandemic,0
Trolley,2019,7,132771,17,3,0,0,0,0,0,0,Pre-Pandemic,0
Trolley,2019,6,135957,4,1,0,0,3,1,0,0,Pre-Pandemic,0
Trolley,2019,3,152108,0,0,7,1,0,0,0,0,Pre-Pandemic,0
Trolley,2019,5,153756,0,0,0,0,0,0,0,0,Pre-Pandemic,0
Trolley,2019,11,150077,0,0,0,0,0,0,0,0,Pre-Pandemic,0
Trolley,2019,10,150027,0,0,0,0,0,0,0,0,Pre-Pandemic,0
Trolley,2019,9,150903,0,0,0,0,0,0,0,0,Pre-Pandemic,0
Trolley,2020,4,27536,0,0,0,0,0,0,0,0,Pandemic,1
Trolley,2020,8,48568,6,2,0,0,3,1,0,0,Pandemic,1
Trolley,2020,12,45772,0,0,11,2,0,0,0,0,Pandemic,1
Trolley,2020,2,152040,0,0,0,0,0,0,0,0,Pre-Pandemic,0
Trolley,2020,1,149677,0,0,6,1,0,0,0,0,Pre-Pandemic,0
Trolley,2020,7,55439,18,3,0,0,0,0,0,0,Pandemic,1
Trolley,2020,6,52294,3,1,0,0,0,0,0,0,Pandemic,1
Trolley,2020,3,108742,0,0,0,0,0,0,0,0,Pandemic,1
Trolley,2020,5,38178,0,0,0,0,0,0,0,0,Pandemic,1
Trolley,2020,11,42484,0,0,0,0,0,0,0,0,Pandemic,1
Trolley,2020,10,43938,0,0,0,0,0,0,0,0,Pandemic,1
Trolley,2020,9,44298,0,0,0,0,0,0,0,0,Pandemic,1
Trolley,2021,4,50343,0,0,0,0,0,0,0,0,Pandemic,1
Trolley,2021,8,57345,11,2,0,0,0,0,0,0,Pandemic,1
Trolley,2021,12,63398,0,0,0,0,0,0,0,0,Pandemic,1
Trolley,2021,2,46045,0,0,18,2,0,0,3,1,Pandemic,1
Trolley,2021,2,46045,0,0,18,2,0,0,3,1,Pandemic,1
Trolley,2021,1,45642,0,0,13,2,0,0,0,0,Pandemic,1
Trolley,2021,7,52737,8,2,0,0,3,1,0,0,Pandemic,1
Trolley,2021,6,57172,10,3,0,0,0,0,0,0,Pandemic,1
Trolley,2021,3,47277,0,0,0,0,0,0,0,0,Pandemic,1
Trolley,2021,5,52387,0,0,0,0,0,0,0,0,Pandemic,1
Trolley,2021,11,66572,0,0,0,0,0,0,0,0,Pandemic,1
Trolley,2021,10,68709,0,0,0,0,0,0,0,0,Pandemic,1
Trolley,2021,9,70206,0,0,0,0,0,0,0,0,Pandemic,1
Trolley,2022,4,66636,0,0,0,0,0,0,0,0,Post-Pandemic,2
Trolley,2022,8,83027,17,2,0,0,0,0,0,0,Post-Pandemic,2
Trolley,2022,12,69159,0,0,8,2,0,0,0,0,Post-Pandemic,2
Trolley,2022,2,75253,0,0,7,2,0,0,0,0,Post-Pandemic,2
Trolley,2022,1,56826,0,0,16,4,0,0,2,1,Post-Pandemic,2
Trolley,2022,7,63727,16,2,0,0,0,0,0,0,Post-Pandemic,2
Trolley,2022,6,64775,1,1,0,0,0,0,0,0,Post-Pandemic,2
Trolley,2022,3,70726,0,0,0,0,0,0,0,0,Post-Pandemic,2
Trolley,2022,5,71575,0,0,0,0,0,0,0,0,Post-Pandemic,2
Trolley,2022,11,75443,0,0,0,0,0,0,0,0,Post-Pandemic,2
Trolley,2022,10,72441,0,0,0,0,0,0,0,0,Post-Pandemic,2
Trolley,2022,9,73235,0,0,0,0,0,0,0,0,Post-Pandemic,2
Trolley,2023,4,71285,0,0,0,0,0,0,0,0,Post-Pandemic,2
Trolley,2023,8,82701,3,1,0,0,0,0,0,0,Post-Pandemic,2
Trolley,2023,12,94890,0,0,0,0,3,1,0,0,Post-Pandemic,2
Trolley,2023,2,82932,0,0,4,1,0,0,0,0,Post-Pandemic,2
Trolley,2023,1,73716,0,0,0,0,0,0,0,0,Post-Pandemic,2
Trolley,2023,7,75802,12,3,0,0,0,0,0,0,Post-Pandemic,2
Trolley,2023,6,83076,0,0,0,0,0,0,0,0,Post-Pandemic,2
Trolley,2023,3,73732,0,0,0,0,0,0,0,0,Post-Pandemic,2
Trolley,2023,5,88227,0,0,0,0,0,0,0,0,Post-Pandemic,2
Trolley,2023,11,93444,0,0,0,0,0,0,0,0,Post-Pandemic,2
Trolley,2023,10,101938,0,0,0,0,0,0,0,0,Post-Pandemic,2
Trolley,2023,9,93611,7,1,0,0,0,0,0,0,Post-Pandemic,2
Trolley,2024,4,103390,0,0,0,0,0,0,0,0,Post-Pandemic,2
Trolley,2024,8,99892,6,1,0,0,0,0,0,0,Post-Pandemic,2
Trolley,2024,12,101352,0,0,14,2,0,0,0,0,Post-Pandemic,2
Trolley,2024,2,100713,0,0,5,1,0,0,0,0,Post-Pandemic,2
Trolley,2024,1,99698,0,0,15,3,0,0,1,1,Post-Pandemic,2
Trolley,2024,7,86886,14,3,0,0,0,0,0,0,Post-Pandemic,2
Trolley,2024,6,95092,7,1,0,0,0,0,0,0,Post-Pandemic,2
Trolley,2024,3,94500,0,0,0,0,4,1,0,0,Post-Pandemic,2
Trolley,2024,5,99955,0,0,0,0,0,0,0,0,Post-Pandemic,2
Trolley,2024,11,111696,0,0,0,0,0,0,0,0,Post-Pandemic,2
Trolley,2024,10,120523,0,0,0,0,0,0,0,0,Post-Pandemic,2
Trolley,2024,9,118202,0,0,0,0,0,0,0,0,Post-Pandemic,2
