Mode,Route,Year,Month,Date,Ridership,Log_Ridership,Heat_Wave_Intensity,Cold_Wave_Intensity,Heavy_Precip_Intensity,Heavy_Snow_Intensity,Pandemic_Period,Pandemic_Period_Label
Bus,1,2019,April,2019-04-01,3826.0,8.249836485425702,0,0,0,0,Pre-Pandemic,0
Bus,1,2019,August,2019-08-01,3310.0,8.105005537547246,8,0,0,0,Pre-Pandemic,0
Bus,1,2019,December,2019-12-01,3432.0,8.141189793457691,0,18,0,0,Pre-Pandemic,0
Bus,1,2019,February,2019-02-01,3585.0,8.184792654165078,0,20,0,0,Pre-Pandemic,0
Bus,1,2019,January,2019-01-01,3581.0,8.183676582620658,0,28,0,0,Pre-Pandemic,0
Bus,1,2019,July,2019-07-01,3244.0,8.08487062913819,51,0,0,0,Pre-Pandemic,0
Bus,1,2019,June,2019-06-01,3173.0,8.062747901086354,4,0,3,0,Pre-Pandemic,0
Bus,1,2019,March,2019-03-01,3705.0,8.217708406845306,0,7,0,0,Pre-Pandemic,0
Bus,1,2019,May,2019-05-01,3811.0,8.245909264774093,0,0,0,0,Pre-Pandemic,0
Bus,1,2019,November,2019-11-01,4186.0,8.339739766019143,0,0,0,0,Pre-Pandemic,0
Bus,1,2019,October,2019-10-01,4262.0,8.35772841676521,0,0,0,0,Pre-Pandemic,0
Bus,1,2019,September,2019-09-01,4253.0,8.355614995760183,0,0,0,0,Pre-Pandemic,0
Bus,1,2020,April,2020-04-01,1672.0,7.422373700986824,0,0,0,0,Pandemic,1
Bus,1,2020,August,2020-08-01,1575.0,7.362645270417825,12,0,3,0,Pandemic,1
Bus,1,2020,December,2020-12-01,1736.0,7.459914766241105,0,22,0,0,Pandemic,1
Bus,1,2020,February,2020-02-01,3776.0,8.236685322712457,0,0,0,0,Pre-Pandemic,0
Bus,1,2020,January,2020-01-01,3732.0,8.224967478914584,0,6,0,0,Pre-Pandemic,0
Bus,1,2020,July,2020-07-01,1852.0,7.52456122628536,54,0,0,0,Pandemic,1
Bus,1,2020,June,2020-06-01,1770.0,7.479299637782834,3,0,0,0,Pandemic,1
Bus,1,2020,March,2020-03-01,3129.0,8.048788283534199,0,0,0,0,Pandemic,1
Bus,1,2020,May,2020-05-01,1332.0,7.195187320178709,0,0,0,0,Pandemic,1
Bus,1,2020,November,2020-11-01,1790.0,7.490529402060711,0,0,0,0,Pandemic,1
Bus,1,2020,October,2020-10-01,1881.0,7.540090320145325,0,0,0,0,Pandemic,1
Bus,1,2020,September,2020-09-01,1830.0,7.5126175446745105,0,0,0,0,Pandemic,1
Bus,1,2021,April,2021-04-01,1913.0,7.5569505720129,0,0,0,0,Pandemic,1
Bus,1,2021,August,2021-08-01,2139.0,7.668561108015897,22,0,0,0,Pandemic,1
Bus,1,2021,December,2021-12-01,2636.0,7.877397186353287,0,0,0,0,Pandemic,1
Bus,1,2021,February,2021-02-01,1671.0,7.421775793644647,0,36,0,3,Pandemic,1
Bus,1,2021,February,2021-02-01,1671.0,7.421775793644647,0,36,0,3,Pandemic,1
Bus,1,2021,January,2021-01-01,1797.0,7.494430215031565,0,26,0,0,Pandemic,1
Bus,1,2021,July,2021-07-01,2012.0,7.607381425639791,16,0,3,0,Pandemic,1
Bus,1,2021,June,2021-06-01,2039.0,7.620705086838262,30,0,0,0,Pandemic,1
Bus,1,2021,March,2021-03-01,1904.0,7.552237287560802,0,0,0,0,Pandemic,1
Bus,1,2021,May,2021-05-01,1913.0,7.5569505720129,0,0,0,0,Pandemic,1
Bus,1,2021,November,2021-11-01,2614.0,7.869019376499024,0,0,0,0,Pandemic,1
Bus,1,2021,October,2021-10-01,2676.0,7.892452043520352,0,0,0,0,Pandemic,1
Bus,1,2021,September,2021-09-01,2507.0,7.827240901752812,0,0,0,0,Pandemic,1
Bus,1,2022,April,2022-04-01,2615.0,7.86940171257709,0,0,0,0,Post-Pandemic,2
Bus,1,2022,August,2022-08-01,2377.0,7.774015077250727,34,0,0,0,Post-Pandemic,2
Bus,1,2022,December,2022-12-01,2511.0,7.828834527588089,0,16,0,0,Post-Pandemic,2
Bus,1,2022,February,2022-02-01,2569.0,7.851661177889265,0,14,0,0,Post-Pandemic,2
Bus,1,2022,January,2022-01-01,2038.0,7.620214770574455,0,64,0,2,Post-Pandemic,2
Bus,1,2022,July,2022-07-01,2398.0,7.782807262839695,32,0,0,0,Post-Pandemic,2
Bus,1,2022,June,2022-06-01,2495.0,7.822444729489319,1,0,0,0,Post-Pandemic,2
Bus,1,2022,March,2022-03-01,2568.0,7.851271997109883,0,0,0,0,Post-Pandemic,2
Bus,1,2022,May,2022-05-01,2832.0,7.949091499830517,0,0,0,0,Post-Pandemic,2
Bus,1,2022,November,2022-11-01,3053.0,8.024207485778577,0,0,0,0,Post-Pandemic,2
Bus,1,2022,October,2022-10-01,3124.0,8.047189562170502,0,0,0,0,Post-Pandemic,2
Bus,1,2022,September,2022-09-01,2968.0,7.99598047476376,0,0,0,0,Post-Pandemic,2
Bus,1,2023,April,2023-04-01,2834.0,7.949797216161852,0,0,0,0,Post-Pandemic,2
Bus,1,2023,August,2023-08-01,2838.0,7.951207156472972,3,0,0,0,Post-Pandemic,2
Bus,1,2023,December,2023-12-01,3149.0,8.055157731819678,0,0,3,0,Post-Pandemic,2
Bus,1,2023,February,2023-02-01,2890.0,7.969357742016346,0,4,0,0,Post-Pandemic,2
Bus,1,2023,January,2023-01-01,2775.0,7.9287663216266955,0,0,0,0,Post-Pandemic,2
Bus,1,2023,July,2023-07-01,2641.0,7.879291485082271,36,0,0,0,Post-Pandemic,2
Bus,1,2023,June,2023-06-01,2641.0,7.879291485082271,0,0,0,0,Post-Pandemic,2
Bus,1,2023,March,2023-03-01,2901.0,7.973155433444133,0,0,0,0,Post-Pandemic,2
Bus,1,2023,May,2023-05-01,3136.0,8.051022208190679,0,0,0,0,Post-Pandemic,2
Bus,1,2023,November,2023-11-01,3376.0,8.124743020385568,0,0,0,0,Post-Pandemic,2
Bus,1,2023,October,2023-10-01,3401.0,8.132118772955806,0,0,0,0,Post-Pandemic,2
Bus,1,2023,September,2023-09-01,3249.0,8.086410275323782,7,0,0,0,Post-Pandemic,2
Bus,1,2024,April,2024-04-01,3342.0,8.114623886420098,0,0,0,0,Post-Pandemic,2
Bus,1,2024,August,2024-08-01,3207.0,8.073402968986406,6,0,0,0,Post-Pandemic,2
Bus,1,2024,December,2024-12-01,3191.0,8.068402958569699,0,28,0,0,Post-Pandemic,2
Bus,1,2024,February,2024-02-01,3158.0,8.058010800802085,0,5,0,0,Post-Pandemic,2
Bus,1,2024,January,2024-01-01,2907.0,7.97522083865341,0,45,0,1,Post-Pandemic,2
Bus,1,2024,July,2024-07-01,2896.0,7.9714309977693505,42,0,0,0,Post-Pandemic,2
Bus,1,2024,June,2024-06-01,3334.0,8.112227958349724,7,0,0,0,Post-Pandemic,2
Bus,1,2024,March,2024-03-01,2980.0,8.000014093678072,0,0,4,0,Post-Pandemic,2
Bus,1,2024,May,2024-05-01,3529.0,8.169053149927343,0,0,0,0,Post-Pandemic,2
Bus,1,2024,November,2024-11-01,3574.0,8.181720455128108,0,0,0,0,Post-Pandemic,2
Bus,1,2024,October,2024-10-01,3803.0,8.24380842366528,0,0,0,0,Post-Pandemic,2
Bus,1,2024,September,2024-09-01,3680.0,8.210939733379021,0,0,0,0,Post-Pandemic,2
Bus,103,2019,April,2019-04-01,1998.0,7.6004023345004,0,0,0,0,Pre-Pandemic,0
Bus,103,2019,August,2019-08-01,1828.0,7.511524648390866,8,0,0,0,Pre-Pandemic,0
Bus,103,2019,December,2019-12-01,1839.0,7.517520850603031,0,18,0,0,Pre-Pandemic,0
Bus,103,2019,February,2019-02-01,1900.0,7.550135342488429,0,20,0,0,Pre-Pandemic,0
Bus,103,2019,January,2019-01-01,1900.0,7.550135342488429,0,28,0,0,Pre-Pandemic,0
Bus,103,2019,July,2019-07-01,1870.0,7.534228326274089,51,0,0,0,Pre-Pandemic,0
Bus,103,2019,June,2019-06-01,1847.0,7.521859252201629,4,0,3,0,Pre-Pandemic,0
Bus,103,2019,March,2019-03-01,1992.0,7.597396320212795,0,7,0,0,Pre-Pandemic,0
Bus,103,2019,May,2019-05-01,2025.0,7.613818684808629,0,0,0,0,Pre-Pandemic,0
Bus,103,2019,November,2019-11-01,2053.0,7.627544390488503,0,0,0,0,Pre-Pandemic,0
Bus,103,2019,October,2019-10-01,2061.0,7.631431664576906,0,0,0,0,Pre-Pandemic,0
Bus,103,2019,September,2019-09-01,2088.0,7.644440761556566,0,0,0,0,Pre-Pandemic,0
Bus,103,2020,April,2020-04-01,441.0,6.091309882077698,0,0,0,0,Pandemic,1
Bus,103,2020,August,2020-08-01,967.0,6.875232087276577,12,0,3,0,Pandemic,1
Bus,103,2020,December,2020-12-01,961.0,6.8690144506657065,0,22,0,0,Pandemic,1
Bus,103,2020,February,2020-02-01,1984.0,7.59337419312129,0,0,0,0,Pre-Pandemic,0
Bus,103,2020,January,2020-01-01,1981.0,7.591861714889934,0,6,0,0,Pre-Pandemic,0
Bus,103,2020,July,2020-07-01,765.0,6.641182169740591,54,0,0,0,Pandemic,1
Bus,103,2020,June,2020-06-01,718.0,6.577861357721047,3,0,0,0,Pandemic,1
Bus,103,2020,March,2020-03-01,1492.0,7.30854279753919,0,0,0,0,Pandemic,1
Bus,103,2020,May,2020-05-01,483.0,6.182084906716632,0,0,0,0,Pandemic,1
Bus,103,2020,November,2020-11-01,1022.0,6.930494765951626,0,0,0,0,Pandemic,1
Bus,103,2020,October,2020-10-01,1053.0,6.960347729101308,0,0,0,0,Pandemic,1
Bus,103,2020,September,2020-09-01,1049.0,6.956545443151569,0,0,0,0,Pandemic,1
Bus,103,2021,April,2021-04-01,723.0,6.584791392385716,0,0,0,0,Pandemic,1
Bus,103,2021,August,2021-08-01,828.0,6.720220155135295,22,0,0,0,Pandemic,1
Bus,103,2021,December,2021-12-01,730.0,6.594413459749778,0,0,0,0,Pandemic,1
Bus,103,2021,February,2021-02-01,625.0,6.439350371100098,0,36,0,3,Pandemic,1
Bus,103,2021,February,2021-02-01,625.0,6.439350371100098,0,36,0,3,Pandemic,1
Bus,103,2021,January,2021-01-01,685.0,6.530877627725885,0,26,0,0,Pandemic,1
Bus,103,2021,July,2021-07-01,783.0,6.664409020350408,16,0,3,0,Pandemic,1
Bus,103,2021,June,2021-06-01,777.0,6.656726524178391,30,0,0,0,Pandemic,1
Bus,103,2021,March,2021-03-01,700.0,6.55250788703459,0,0,0,0,Pandemic,1
Bus,103,2021,May,2021-05-01,765.0,6.641182169740591,0,0,0,0,Pandemic,1
Bus,103,2021,November,2021-11-01,935.0,6.8416154764775925,0,0,0,0,Pandemic,1
Bus,103,2021,October,2021-10-01,960.0,6.8679744089702925,0,0,0,0,Pandemic,1
Bus,103,2021,September,2021-09-01,1103.0,7.00669522683704,0,0,0,0,Pandemic,1
Bus,103,2022,April,2022-04-01,917.0,6.822197390620491,0,0,0,0,Post-Pandemic,2
Bus,103,2022,August,2022-08-01,913.0,6.81783057145415,34,0,0,0,Post-Pandemic,2
Bus,103,2022,December,2022-12-01,931.0,6.837332814685591,0,16,0,0,Post-Pandemic,2
Bus,103,2022,February,2022-02-01,850.0,6.7464121285733745,0,14,0,0,Post-Pandemic,2
Bus,103,2022,January,2022-01-01,739.0,6.606650186198215,0,64,0,2,Post-Pandemic,2
Bus,103,2022,July,2022-07-01,878.0,6.778784897685177,32,0,0,0,Post-Pandemic,2
Bus,103,2022,June,2022-06-01,938.0,6.844815479208263,1,0,0,0,Post-Pandemic,2
Bus,103,2022,March,2022-03-01,916.0,6.821107472256465,0,0,0,0,Post-Pandemic,2
Bus,103,2022,May,2022-05-01,945.0,6.852242569051878,0,0,0,0,Post-Pandemic,2
Bus,103,2022,November,2022-11-01,1006.0,6.914730892718563,0,0,0,0,Post-Pandemic,2
Bus,103,2022,October,2022-10-01,1011.0,6.919683849847411,0,0,0,0,Post-Pandemic,2
Bus,103,2022,September,2022-09-01,1048.0,6.955592608396297,0,0,0,0,Post-Pandemic,2
Bus,103,2023,April,2023-04-01,1054.0,6.961296045910167,0,0,0,0,Post-Pandemic,2
Bus,103,2023,August,2023-08-01,954.0,6.86171134048073,3,0,0,0,Post-Pandemic,2
Bus,103,2023,December,2023-12-01,1076.0,6.981934677156389,0,0,3,0,Post-Pandemic,2
Bus,103,2023,February,2023-02-01,983.0,6.891625897052253,0,4,0,0,Post-Pandemic,2
Bus,103,2023,January,2023-01-01,995.0,6.903747257584598,0,0,0,0,Post-Pandemic,2
Bus,103,2023,July,2023-07-01,940.0,6.846943139585379,36,0,0,0,Post-Pandemic,2
Bus,103,2023,June,2023-06-01,972.0,6.880384082186005,0,0,0,0,Post-Pandemic,2
Bus,103,2023,March,2023-03-01,1022.0,6.930494765951626,0,0,0,0,Post-Pandemic,2
Bus,103,2023,May,2023-05-01,1071.0,6.977281341630747,0,0,0,0,Post-Pandemic,2
Bus,103,2023,November,2023-11-01,1096.0,7.00033446027523,0,0,0,0,Post-Pandemic,2
Bus,103,2023,October,2023-10-01,1090.0,6.994849985833071,0,0,0,0,Post-Pandemic,2
Bus,103,2023,September,2023-09-01,1044.0,6.951772164398911,7,0,0,0,Post-Pandemic,2
Bus,103,2024,April,2024-04-01,1187.0,7.080026499922591,0,0,0,0,Post-Pandemic,2
Bus,103,2024,August,2024-08-01,1087.0,6.992096427415888,6,0,0,0,Post-Pandemic,2
Bus,103,2024,December,2024-12-01,1040.0,6.947937068614969,0,28,0,0,Post-Pandemic,2
Bus,103,2024,February,2024-02-01,1073.0,6.97914527506881,0,5,0,0,Post-Pandemic,2
Bus,103,2024,January,2024-01-01,984.0,6.892641641172089,0,45,0,1,Post-Pandemic,2
Bus,103,2024,July,2024-07-01,1074.0,6.980075940561763,42,0,0,0,Post-Pandemic,2
Bus,103,2024,June,2024-06-01,1137.0,7.037027614686276,7,0,0,0,Post-Pandemic,2
Bus,103,2024,March,2024-03-01,1057.0,6.964135612418245,0,0,4,0,Post-Pandemic,2
Bus,103,2024,May,2024-05-01,1215.0,7.103322062526113,0,0,0,0,Post-Pandemic,2
Bus,103,2024,November,2024-11-01,1181.0,7.074963197966044,0,0,0,0,Post-Pandemic,2
Bus,103,2024,October,2024-10-01,1265.0,7.143617602704121,0,0,0,0,Post-Pandemic,2
Bus,103,2024,September,2024-09-01,1264.0,7.142827401161621,0,0,0,0,Post-Pandemic,2
Bus,104,2019,April,2019-04-01,5798.0,8.66544076787644,0,0,0,0,Pre-Pandemic,0
Bus,104,2019,August,2019-08-01,6877.0,8.83608319099221,8,0,0,0,Pre-Pandemic,0
Bus,104,2019,December,2019-12-01,6096.0,8.715552125907816,0,18,0,0,Pre-Pandemic,0
Bus,104,2019,February,2019-02-01,5598.0,8.630343289348893,0,20,0,0,Pre-Pandemic,0
Bus,104,2019,January,2019-01-01,5598.0,8.630343289348893,0,28,0,0,Pre-Pandemic,0
Bus,104,2019,July,2019-07-01,6711.0,8.811652248147043,51,0,0,0,Pre-Pandemic,0
Bus,104,2019,June,2019-06-01,6693.0,8.808966881771273,4,0,3,0,Pre-Pandemic,0
Bus,104,2019,March,2019-03-01,5744.0,8.656085190282855,0,7,0,0,Pre-Pandemic,0
Bus,104,2019,May,2019-05-01,5737.0,8.65486599654131,0,0,0,0,Pre-Pandemic,0
Bus,104,2019,November,2019-11-01,6381.0,8.76123680683819,0,0,0,0,Pre-Pandemic,0
Bus,104,2019,October,2019-10-01,6803.0,8.825265953515752,0,0,0,0,Pre-Pandemic,0
Bus,104,2019,September,2019-09-01,6987.0,8.851949671253948,0,0,0,0,Pre-Pandemic,0
Bus,104,2020,April,2020-04-01,2289.0,7.736307096548285,0,0,0,0,Pandemic,1
Bus,104,2020,August,2020-08-01,2886.0,7.967973179662935,12,0,3,0,Pandemic,1
Bus,104,2020,December,2020-12-01,2447.0,7.803026643632217,0,22,0,0,Pandemic,1
Bus,104,2020,February,2020-02-01,6401.0,8.764365720529808,0,0,0,0,Pre-Pandemic,0
Bus,104,2020,January,2020-01-01,6306.0,8.749415406663651,0,6,0,0,Pre-Pandemic,0
Bus,104,2020,July,2020-07-01,3285.0,8.097426298597213,54,0,0,0,Pandemic,1
Bus,104,2020,June,2020-06-01,3157.0,8.057694194815587,3,0,0,0,Pandemic,1
Bus,104,2020,March,2020-03-01,4672.0,8.449556542700426,0,0,0,0,Pandemic,1
Bus,104,2020,May,2020-05-01,2236.0,7.71289096149013,0,0,0,0,Pandemic,1
Bus,104,2020,November,2020-11-01,2318.0,7.7488913372555315,0,0,0,0,Pandemic,1
Bus,104,2020,October,2020-10-01,2713.0,7.906178840394815,0,0,0,0,Pandemic,1
Bus,104,2020,September,2020-09-01,2791.0,7.934513463882263,0,0,0,0,Pandemic,1
Bus,104,2021,April,2021-04-01,3292.0,8.099554282376364,0,0,0,0,Pandemic,1
Bus,104,2021,August,2021-08-01,3759.0,8.23217423638394,22,0,0,0,Pandemic,1
Bus,104,2021,December,2021-12-01,3409.0,8.134467570277563,0,0,0,0,Pandemic,1
Bus,104,2021,February,2021-02-01,2925.0,7.98139158158007,0,36,0,3,Pandemic,1
Bus,104,2021,February,2021-02-01,2925.0,7.98139158158007,0,36,0,3,Pandemic,1
Bus,104,2021,January,2021-01-01,3061.0,8.026823576217629,0,26,0,0,Pandemic,1
Bus,104,2021,July,2021-07-01,3334.0,8.112227958349724,16,0,3,0,Pandemic,1
Bus,104,2021,June,2021-06-01,3589.0,8.185907481482324,30,0,0,0,Pandemic,1
Bus,104,2021,March,2021-03-01,3102.0,8.04012466444838,0,0,0,0,Pandemic,1
Bus,104,2021,May,2021-05-01,3449.0,8.146129510025405,0,0,0,0,Pandemic,1
Bus,104,2021,November,2021-11-01,3786.0,8.239329427901795,0,0,0,0,Pandemic,1
Bus,104,2021,October,2021-10-01,3765.0,8.233768709217097,0,0,0,0,Pandemic,1
Bus,104,2021,September,2021-09-01,3720.0,8.221747728346623,0,0,0,0,Pandemic,1
Bus,104,2022,April,2022-04-01,3914.0,8.272570608424903,0,0,0,0,Post-Pandemic,2
Bus,104,2022,August,2022-08-01,4292.0,8.36474106822456,34,0,0,0,Post-Pandemic,2
Bus,104,2022,December,2022-12-01,3991.0,8.292047637431354,0,16,0,0,Post-Pandemic,2
Bus,104,2022,February,2022-02-01,3403.0,8.132706489693264,0,14,0,0,Post-Pandemic,2
Bus,104,2022,January,2022-01-01,2914.0,7.977625098784593,0,64,0,2,Post-Pandemic,2
Bus,104,2022,July,2022-07-01,4164.0,8.334471554600944,32,0,0,0,Post-Pandemic,2
Bus,104,2022,June,2022-06-01,4039.0,8.303999970955196,1,0,0,0,Post-Pandemic,2
Bus,104,2022,March,2022-03-01,3580.0,8.183397369998433,0,0,0,0,Post-Pandemic,2
Bus,104,2022,May,2022-05-01,3816.0,8.247220052745229,0,0,0,0,Post-Pandemic,2
Bus,104,2022,November,2022-11-01,4505.0,8.41316512099219,0,0,0,0,Post-Pandemic,2
Bus,104,2022,October,2022-10-01,4650.0,8.444837529224097,0,0,0,0,Post-Pandemic,2
Bus,104,2022,September,2022-09-01,4642.0,8.443115988019922,0,0,0,0,Post-Pandemic,2
Bus,104,2023,April,2023-04-01,4420.0,8.394121193826242,0,0,0,0,Post-Pandemic,2
Bus,104,2023,August,2023-08-01,5079.0,8.533066540572527,3,0,0,0,Post-Pandemic,2
Bus,104,2023,December,2023-12-01,4283.0,8.36264243156764,0,0,3,0,Post-Pandemic,2
Bus,104,2023,February,2023-02-01,4268.0,8.359134886757962,0,4,0,0,Post-Pandemic,2
Bus,104,2023,January,2023-01-01,3954.0,8.282735880201754,0,0,0,0,Post-Pandemic,2
Bus,104,2023,July,2023-07-01,4589.0,8.431635303054591,36,0,0,0,Post-Pandemic,2
Bus,104,2023,June,2023-06-01,4347.0,8.3774712482411,0,0,0,0,Post-Pandemic,2
Bus,104,2023,March,2023-03-01,4274.0,8.360539381370861,0,0,0,0,Post-Pandemic,2
Bus,104,2023,May,2023-05-01,4534.0,8.419580362549237,0,0,0,0,Post-Pandemic,2
Bus,104,2023,November,2023-11-01,4624.0,8.439231649946526,0,0,0,0,Post-Pandemic,2
Bus,104,2023,October,2023-10-01,4972.0,8.511778558714738,0,0,0,0,Post-Pandemic,2
Bus,104,2023,September,2023-09-01,4878.0,8.492695559815838,7,0,0,0,Post-Pandemic,2
Bus,104,2024,April,2024-04-01,5297.0,8.575084669832014,0,0,0,0,Post-Pandemic,2
Bus,104,2024,August,2024-08-01,5144.0,8.545780648268149,6,0,0,0,Post-Pandemic,2
Bus,104,2024,December,2024-12-01,4699.0,8.45531778769815,0,28,0,0,Post-Pandemic,2
Bus,104,2024,February,2024-02-01,4873.0,8.491670234185152,0,5,0,0,Post-Pandemic,2
Bus,104,2024,January,2024-01-01,4270.0,8.359603270841466,0,45,0,1,Post-Pandemic,2
Bus,104,2024,July,2024-07-01,5017.0,8.520786726926367,42,0,0,0,Post-Pandemic,2
Bus,104,2024,June,2024-06-01,4933.0,8.503905297089302,7,0,0,0,Post-Pandemic,2
Bus,104,2024,March,2024-03-01,4727.0,8.461257559085935,0,0,4,0,Post-Pandemic,2
Bus,104,2024,May,2024-05-01,4861.0,8.48920515487607,0,0,0,0,Post-Pandemic,2
Bus,104,2024,November,2024-11-01,5328.0,8.580918882296782,0,0,0,0,Post-Pandemic,2
Bus,104,2024,October,2024-10-01,5645.0,8.638702608813436,0,0,0,0,Post-Pandemic,2
Bus,104,2024,September,2024-09-01,5618.0,8.633908991112198,0,0,0,0,Post-Pandemic,2
Bus,105,2019,April,2019-04-01,2295.0,7.738923757439457,0,0,0,0,Pre-Pandemic,0
Bus,105,2019,August,2019-08-01,2456.0,7.806696372521179,8,0,0,0,Pre-Pandemic,0
Bus,105,2019,December,2019-12-01,2335.0,7.756195343948118,0,18,0,0,Pre-Pandemic,0
Bus,105,2019,February,2019-02-01,2317.0,7.748460023899697,0,20,0,0,Pre-Pandemic,0
Bus,105,2019,January,2019-01-01,2317.0,7.748460023899697,0,28,0,0,Pre-Pandemic,0
Bus,105,2019,July,2019-07-01,2471.0,7.812782818577581,51,0,0,0,Pre-Pandemic,0
Bus,105,2019,June,2019-06-01,2433.0,7.797291273547472,4,0,3,0,Pre-Pandemic,0
Bus,105,2019,March,2019-03-01,2239.0,7.7142311448490855,0,7,0,0,Pre-Pandemic,0
Bus,105,2019,May,2019-05-01,2339.0,7.757906208351747,0,0,0,0,Pre-Pandemic,0
Bus,105,2019,November,2019-11-01,2543.0,7.841492924460013,0,0,0,0,Pre-Pandemic,0
Bus,105,2019,October,2019-10-01,2605.0,7.8655717576847906,0,0,0,0,Pre-Pandemic,0
Bus,105,2019,September,2019-09-01,2625.0,7.873217054862741,0,0,0,0,Pre-Pandemic,0
Bus,105,2020,April,2020-04-01,889.0,6.7912214627261855,0,0,0,0,Pandemic,1
Bus,105,2020,August,2020-08-01,1001.0,6.90975328164481,12,0,3,0,Pandemic,1
Bus,105,2020,December,2020-12-01,906.0,6.810142450115136,0,22,0,0,Pandemic,1
Bus,105,2020,February,2020-02-01,2475.0,7.814399633804487,0,0,0,0,Pre-Pandemic,0
Bus,105,2020,January,2020-01-01,2451.0,7.804659297056102,0,6,0,0,Pre-Pandemic,0
Bus,105,2020,July,2020-07-01,1206.0,7.095893221097532,54,0,0,0,Pandemic,1
Bus,105,2020,June,2020-06-01,1225.0,7.111512116496157,3,0,0,0,Pandemic,1
Bus,105,2020,March,2020-03-01,1583.0,7.367708572374371,0,0,0,0,Pandemic,1
Bus,105,2020,May,2020-05-01,743.0,6.612041034833092,0,0,0,0,Pandemic,1
Bus,105,2020,November,2020-11-01,944.0,6.851184927493743,0,0,0,0,Pandemic,1
Bus,105,2020,October,2020-10-01,1016.0,6.92461239604856,0,0,0,0,Pandemic,1
Bus,105,2020,September,2020-09-01,1009.0,6.917705609835305,0,0,0,0,Pandemic,1
Bus,105,2021,April,2021-04-01,1270.0,7.147559271189454,0,0,0,0,Pandemic,1
Bus,105,2021,August,2021-08-01,1422.0,7.260522598089852,22,0,0,0,Pandemic,1
Bus,105,2021,December,2021-12-01,1422.0,7.260522598089852,0,0,0,0,Pandemic,1
Bus,105,2021,February,2021-02-01,1225.0,7.111512116496157,0,36,0,3,Pandemic,1
Bus,105,2021,February,2021-02-01,1225.0,7.111512116496157,0,36,0,3,Pandemic,1
Bus,105,2021,January,2021-01-01,1206.0,7.095893221097532,0,26,0,0,Pandemic,1
Bus,105,2021,July,2021-07-01,1407.0,7.249925536717988,16,0,3,0,Pandemic,1
Bus,105,2021,June,2021-06-01,1333.0,7.195937226475569,30,0,0,0,Pandemic,1
Bus,105,2021,March,2021-03-01,1264.0,7.142827401161621,0,0,0,0,Pandemic,1
Bus,105,2021,May,2021-05-01,1340.0,7.201170883281678,0,0,0,0,Pandemic,1
Bus,105,2021,November,2021-11-01,1539.0,7.3395376954076745,0,0,0,0,Pandemic,1
Bus,105,2021,October,2021-10-01,1506.0,7.317876198626496,0,0,0,0,Pandemic,1
Bus,105,2021,September,2021-09-01,1464.0,7.289610521451167,0,0,0,0,Pandemic,1
Bus,105,2022,April,2022-04-01,1554.0,7.349230824613334,0,0,0,0,Post-Pandemic,2
Bus,105,2022,August,2022-08-01,1585.0,7.368970402194793,34,0,0,0,Post-Pandemic,2
Bus,105,2022,December,2022-12-01,1378.0,7.229113877793302,0,16,0,0,Post-Pandemic,2
Bus,105,2022,February,2022-02-01,1369.0,7.222566018822171,0,14,0,0,Post-Pandemic,2
Bus,105,2022,January,2022-01-01,1215.0,7.103322062526113,0,64,0,2,Post-Pandemic,2
Bus,105,2022,July,2022-07-01,1587.0,7.370230641807081,32,0,0,0,Post-Pandemic,2
Bus,105,2022,June,2022-06-01,1552.0,7.347943823148687,1,0,0,0,Post-Pandemic,2
Bus,105,2022,March,2022-03-01,1442.0,7.274479558773871,0,0,0,0,Post-Pandemic,2
Bus,105,2022,May,2022-05-01,1563.0,7.355001921105257,0,0,0,0,Post-Pandemic,2
Bus,105,2022,November,2022-11-01,1694.0,7.43543801981455,0,0,0,0,Post-Pandemic,2
Bus,105,2022,October,2022-10-01,1706.0,7.442492722794441,0,0,0,0,Post-Pandemic,2
Bus,105,2022,September,2022-09-01,1722.0,7.45182223652793,0,0,0,0,Post-Pandemic,2
Bus,105,2023,April,2023-04-01,1539.0,7.3395376954076745,0,0,0,0,Post-Pandemic,2
Bus,105,2023,August,2023-08-01,1635.0,7.400009517162692,3,0,0,0,Post-Pandemic,2
Bus,105,2023,December,2023-12-01,1719.0,7.450079569807499,0,0,3,0,Post-Pandemic,2
Bus,105,2023,February,2023-02-01,1544.0,7.3427791893318455,0,4,0,0,Post-Pandemic,2
Bus,105,2023,January,2023-01-01,1507.0,7.318539548567902,0,0,0,0,Post-Pandemic,2
Bus,105,2023,July,2023-07-01,1638.0,7.40184157874383,36,0,0,0,Post-Pandemic,2
Bus,105,2023,June,2023-06-01,1588.0,7.370860166536716,0,0,0,0,Post-Pandemic,2
Bus,105,2023,March,2023-03-01,1500.0,7.313886831633462,0,0,0,0,Post-Pandemic,2
Bus,105,2023,May,2023-05-01,1673.0,7.422971251049421,0,0,0,0,Post-Pandemic,2
Bus,105,2023,November,2023-11-01,1828.0,7.511524648390866,0,0,0,0,Post-Pandemic,2
Bus,105,2023,October,2023-10-01,1808.0,7.500529485395295,0,0,0,0,Post-Pandemic,2
Bus,105,2023,September,2023-09-01,1824.0,7.509335266016592,7,0,0,0,Post-Pandemic,2
Bus,105,2024,April,2024-04-01,1907.0,7.553810852008231,0,0,0,0,Post-Pandemic,2
Bus,105,2024,August,2024-08-01,1897.0,7.5485559791698735,6,0,0,0,Post-Pandemic,2
