Mode,Route,Year,Month,Date,Ridership,Log_Ridership,Heat_Wave_Intensity,Cold_Wave_Intensity,Heavy_Precip_Intensity,Heavy_Snow_Intensity,Pandemic_Period,Pandemic_Period_Label
Bus,123,2021,August,2021-08-01,1610.0,7.384610383176974,22,0,0,0,Pandemic,1
Bus,123,2021,December,2021-12-01,1911.0,7.555905093611346,0,0,0,0,Pandemic,1
Bus,123,2021,February,2021-02-01,1534.0,7.336285660021297,0,36,0,3,Pandemic,1
Bus,123,2021,February,2021-02-01,1534.0,7.336285660021297,0,36,0,3,Pandemic,1
Bus,123,2021,January,2021-01-01,1512.0,7.321849713788356,0,26,0,0,Pandemic,1
Bus,123,2021,July,2021-07-01,1618.0,7.389563953677635,16,0,3,0,Pandemic,1
Bus,123,2021,June,2021-06-01,1565.0,7.356279876550748,30,0,0,0,Pandemic,1
Bus,123,2021,March,2021-03-01,1553.0,7.348587530927593,0,0,0,0,Pandemic,1
Bus,123,2021,May,2021-05-01,1537.0,7.338238150065589,0,0,0,0,Pandemic,1
Bus,123,2021,November,2021-11-01,1698.0,7.4377951216719325,0,0,0,0,Pandemic,1
Bus,123,2021,October,2021-10-01,1543.0,7.342131730584722,0,0,0,0,Pandemic,1
Bus,123,2021,September,2021-09-01,1604.0,7.380879035564116,0,0,0,0,Pandemic,1
Bus,123,2022,April,2022-04-01,1655.0,7.412160334945205,0,0,0,0,Post-Pandemic,2
Bus,123,2022,August,2022-08-01,1881.0,7.540090320145325,34,0,0,0,Post-Pandemic,2
Bus,123,2022,December,2022-12-01,1759.0,7.473069088032197,0,16,0,0,Post-Pandemic,2
Bus,123,2022,February,2022-02-01,1607.0,7.382746449738912,0,14,0,0,Post-Pandemic,2
Bus,123,2022,January,2022-01-01,1369.0,7.222566018822171,0,64,0,2,Post-Pandemic,2
Bus,123,2022,July,2022-07-01,1845.0,7.520776415062797,32,0,0,0,Post-Pandemic,2
Bus,123,2022,June,2022-06-01,1756.0,7.471363088187097,1,0,0,0,Post-Pandemic,2
Bus,123,2022,March,2022-03-01,1576.0,7.3632795869630385,0,0,0,0,Post-Pandemic,2
Bus,123,2022,May,2022-05-01,1697.0,7.437206366871292,0,0,0,0,Post-Pandemic,2
Bus,123,2022,November,2022-11-01,1867.0,7.532623618788788,0,0,0,0,Post-Pandemic,2
Bus,123,2022,October,2022-10-01,1760.0,7.473637108496206,0,0,0,0,Post-Pandemic,2
Bus,123,2022,September,2022-09-01,1792.0,7.491645473605133,0,0,0,0,Post-Pandemic,2
Bus,123,2023,April,2023-04-01,1719.0,7.450079569807499,0,0,0,0,Post-Pandemic,2
Bus,123,2023,August,2023-08-01,1919.0,7.560080465021827,3,0,0,0,Post-Pandemic,2
Bus,123,2023,December,2023-12-01,2261.0,7.724004656676065,0,0,3,0,Post-Pandemic,2
Bus,123,2023,February,2023-02-01,1767.0,7.477604243197589,0,4,0,0,Post-Pandemic,2
Bus,123,2023,January,2023-01-01,1729.0,7.455876687491824,0,0,0,0,Post-Pandemic,2
Bus,123,2023,July,2023-07-01,1915.0,7.557994958530806,36,0,0,0,Post-Pandemic,2
Bus,123,2023,June,2023-06-01,1635.0,7.400009517162692,0,0,0,0,Post-Pandemic,2
Bus,123,2023,March,2023-03-01,1710.0,7.444833273892193,0,0,0,0,Post-Pandemic,2
Bus,123,2023,May,2023-05-01,1833.0,7.51425465281641,0,0,0,0,Post-Pandemic,2
Bus,123,2023,November,2023-11-01,1985.0,7.593877844605118,0,0,0,0,Post-Pandemic,2
Bus,123,2023,October,2023-10-01,1917.0,7.559038255443384,0,0,0,0,Post-Pandemic,2
Bus,123,2023,September,2023-09-01,1862.0,7.529943370601589,7,0,0,0,Post-Pandemic,2
Bus,123,2024,April,2024-04-01,1932.0,7.566828479208331,0,0,0,0,Post-Pandemic,2
Bus,123,2024,August,2024-08-01,2150.0,7.67368812926773,6,0,0,0,Post-Pandemic,2
Bus,123,2024,December,2024-12-01,2059.0,7.630461261783627,0,28,0,0,Post-Pandemic,2
Bus,123,2024,February,2024-02-01,1861.0,7.529406457837013,0,5,0,0,Post-Pandemic,2
Bus,123,2024,January,2024-01-01,1806.0,7.499423290592229,0,45,0,1,Post-Pandemic,2
Bus,123,2024,July,2024-07-01,2098.0,7.649216319820633,42,0,0,0,Post-Pandemic,2
Bus,123,2024,June,2024-06-01,1970.0,7.58629630715272,7,0,0,0,Post-Pandemic,2
Bus,123,2024,March,2024-03-01,1743.0,7.463936604468925,0,0,4,0,Post-Pandemic,2
Bus,123,2024,May,2024-05-01,1992.0,7.597396320212795,0,0,0,0,Post-Pandemic,2
Bus,123,2024,November,2024-11-01,1994.0,7.598399329323964,0,0,0,0,Post-Pandemic,2
Bus,123,2024,October,2024-10-01,2041.0,7.621684998724611,0,0,0,0,Post-Pandemic,2
Bus,123,2024,September,2024-09-01,1984.0,7.59337419312129,0,0,0,0,Post-Pandemic,2
Bus,124,2019,April,2019-04-01,4280.0,8.361941906144946,0,0,0,0,Pre-Pandemic,0
Bus,124,2019,August,2019-08-01,4455.0,8.40200678160712,8,0,0,0,Pre-Pandemic,0
Bus,124,2019,December,2019-12-01,4593.0,8.432506383249043,0,18,0,0,Pre-Pandemic,0
Bus,124,2019,February,2019-02-01,4229.0,8.349957272040324,0,20,0,0,Pre-Pandemic,0
Bus,124,2019,January,2019-01-01,4229.0,8.349957272040324,0,28,0,0,Pre-Pandemic,0
Bus,124,2019,July,2019-07-01,4495.0,8.410943391573527,51,0,0,0,Pre-Pandemic,0
Bus,124,2019,June,2019-06-01,4395.0,8.388450315523512,4,0,3,0,Pre-Pandemic,0
Bus,124,2019,March,2019-03-01,4194.0,8.341648618901306,0,7,0,0,Pre-Pandemic,0
Bus,124,2019,May,2019-05-01,4300.0,8.366602832783736,0,0,0,0,Pre-Pandemic,0
Bus,124,2019,November,2019-11-01,4704.0,8.45638105201948,0,0,0,0,Pre-Pandemic,0
Bus,124,2019,October,2019-10-01,4718.0,8.459352191726387,0,0,0,0,Pre-Pandemic,0
Bus,124,2019,September,2019-09-01,4574.0,8.428361977709622,0,0,0,0,Pre-Pandemic,0
Bus,124,2020,April,2020-04-01,1414.0,7.254884810077338,0,0,0,0,Pandemic,1
Bus,124,2020,August,2020-08-01,1642.0,7.404279118037268,12,0,3,0,Pandemic,1
Bus,124,2020,December,2020-12-01,1524.0,7.329749689041512,0,22,0,0,Pandemic,1
Bus,124,2020,February,2020-02-01,4609.0,8.435983135990694,0,0,0,0,Pre-Pandemic,0
Bus,124,2020,January,2020-01-01,4581.0,8.42989086301344,0,6,0,0,Pre-Pandemic,0
Bus,124,2020,July,2020-07-01,1466.0,7.2909747781429814,54,0,0,0,Pandemic,1
Bus,124,2020,June,2020-06-01,1466.0,7.2909747781429814,3,0,0,0,Pandemic,1
Bus,124,2020,March,2020-03-01,4609.0,8.435983135990694,0,0,0,0,Pandemic,1
Bus,124,2020,May,2020-05-01,1169.0,7.064759027791802,0,0,0,0,Pandemic,1
Bus,124,2020,November,2020-11-01,1507.0,7.318539548567902,0,0,0,0,Pandemic,1
Bus,124,2020,October,2020-10-01,1554.0,7.349230824613334,0,0,0,0,Pandemic,1
Bus,124,2020,September,2020-09-01,1406.0,7.249215057114389,0,0,0,0,Pandemic,1
Bus,124,2021,April,2021-04-01,2254.0,7.720905251936779,0,0,0,0,Pandemic,1
Bus,124,2021,August,2021-08-01,2182.0,7.688455356549944,22,0,0,0,Pandemic,1
Bus,124,2021,December,2021-12-01,2716.0,7.907283609426348,0,0,0,0,Pandemic,1
Bus,124,2021,February,2021-02-01,1353.0,7.21081845347222,0,36,0,3,Pandemic,1
Bus,124,2021,February,2021-02-01,1353.0,7.21081845347222,0,36,0,3,Pandemic,1
Bus,124,2021,January,2021-01-01,1570.0,7.359467638255621,0,26,0,0,Pandemic,1
Bus,124,2021,July,2021-07-01,1979.0,7.590852123688581,16,0,3,0,Pandemic,1
Bus,124,2021,June,2021-06-01,2358.0,7.765993079407675,30,0,0,0,Pandemic,1
Bus,124,2021,March,2021-03-01,2260.0,7.72356247227797,0,0,0,0,Pandemic,1
Bus,124,2021,May,2021-05-01,2284.0,7.734121303328305,0,0,0,0,Pandemic,1
Bus,124,2021,November,2021-11-01,2303.0,7.742402021815781,0,0,0,0,Pandemic,1
Bus,124,2021,October,2021-10-01,2602.0,7.864419904994565,0,0,0,0,Pandemic,1
Bus,124,2021,September,2021-09-01,2119.0,7.659171367666058,0,0,0,0,Pandemic,1
Bus,124,2022,April,2022-04-01,2423.0,7.793174347189205,0,0,0,0,Post-Pandemic,2
Bus,124,2022,August,2022-08-01,2751.0,7.920083199053234,34,0,0,0,Post-Pandemic,2
Bus,124,2022,December,2022-12-01,2721.0,7.909122183211411,0,16,0,0,Post-Pandemic,2
Bus,124,2022,February,2022-02-01,2407.0,7.786551806428712,0,14,0,0,Post-Pandemic,2
Bus,124,2022,January,2022-01-01,2131.0,7.664815785285735,0,64,0,2,Post-Pandemic,2
Bus,124,2022,July,2022-07-01,2743.0,7.917171988845776,32,0,0,0,Post-Pandemic,2
Bus,124,2022,June,2022-06-01,2644.0,7.8804263442924,1,0,0,0,Post-Pandemic,2
Bus,124,2022,March,2022-03-01,2140.0,7.669028288589683,0,0,0,0,Post-Pandemic,2
Bus,124,2022,May,2022-05-01,2582.0,7.8567067930958405,0,0,0,0,Post-Pandemic,2
Bus,124,2022,November,2022-11-01,2837.0,7.950854857719988,0,0,0,0,Post-Pandemic,2
Bus,124,2022,October,2022-10-01,2837.0,7.950854857719988,0,0,0,0,Post-Pandemic,2
Bus,124,2022,September,2022-09-01,2880.0,7.9658927350845286,0,0,0,0,Post-Pandemic,2
Bus,124,2023,April,2023-04-01,2745.0,7.917900586327916,0,0,0,0,Post-Pandemic,2
Bus,124,2023,August,2023-08-01,3047.0,8.022240916806537,3,0,0,0,Post-Pandemic,2
Bus,124,2023,December,2023-12-01,2883.0,7.96693349840484,0,0,3,0,Post-Pandemic,2
Bus,124,2023,February,2023-02-01,2741.0,7.91644286012226,0,4,0,0,Post-Pandemic,2
Bus,124,2023,January,2023-01-01,2709.0,7.904703913873747,0,0,0,0,Post-Pandemic,2
Bus,124,2023,July,2023-07-01,3012.0,8.0106915391303,36,0,0,0,Post-Pandemic,2
Bus,124,2023,June,2023-06-01,2225.0,7.70796153183549,0,0,0,0,Post-Pandemic,2
Bus,124,2023,March,2023-03-01,2742.0,7.916807490937603,0,0,0,0,Post-Pandemic,2
Bus,124,2023,May,2023-05-01,3002.0,8.00736706798333,0,0,0,0,Post-Pandemic,2
Bus,124,2023,November,2023-11-01,2777.0,7.929486523314289,0,0,0,0,Post-Pandemic,2
Bus,124,2023,October,2023-10-01,2952.0,7.990576881743923,0,0,0,0,Post-Pandemic,2
Bus,124,2023,September,2023-09-01,2933.0,7.984121958702927,7,0,0,0,Post-Pandemic,2
Bus,124,2024,April,2024-04-01,2887.0,7.968319500012717,0,0,0,0,Post-Pandemic,2
Bus,124,2024,August,2024-08-01,3145.0,8.053887083618223,6,0,0,0,Post-Pandemic,2
Bus,124,2024,December,2024-12-01,2897.0,7.971776122880628,0,28,0,0,Post-Pandemic,2
Bus,124,2024,February,2024-02-01,2833.0,7.949444420250626,0,5,0,0,Post-Pandemic,2
Bus,124,2024,January,2024-01-01,2668.0,7.889459149404524,0,45,0,1,Post-Pandemic,2
Bus,124,2024,July,2024-07-01,3035.0,8.01829613851552,42,0,0,0,Post-Pandemic,2
Bus,124,2024,June,2024-06-01,3220.0,8.0774471493312,7,0,0,0,Post-Pandemic,2
Bus,124,2024,March,2024-03-01,2677.0,7.8928255262511176,0,0,4,0,Post-Pandemic,2
Bus,124,2024,May,2024-05-01,3020.0,8.013343181386672,0,0,0,0,Post-Pandemic,2
Bus,124,2024,November,2024-11-01,2887.0,7.968319500012717,0,0,0,0,Post-Pandemic,2
Bus,124,2024,October,2024-10-01,3181.0,8.065265208897733,0,0,0,0,Post-Pandemic,2
Bus,124,2024,September,2024-09-01,3160.0,8.058643712215618,0,0,0,0,Post-Pandemic,2
Bus,125,2019,April,2019-04-01,5153.0,8.54752839121231,0,0,0,0,Pre-Pandemic,0
Bus,125,2019,August,2019-08-01,5218.0,8.560061091643414,8,0,0,0,Pre-Pandemic,0
Bus,125,2019,December,2019-12-01,4969.0,8.511175119090675,0,18,0,0,Pre-Pandemic,0
Bus,125,2019,February,2019-02-01,5214.0,8.559294367434873,0,20,0,0,Pre-Pandemic,0
Bus,125,2019,January,2019-01-01,5214.0,8.559294367434873,0,28,0,0,Pre-Pandemic,0
Bus,125,2019,July,2019-07-01,5328.0,8.580918882296782,51,0,0,0,Pre-Pandemic,0
Bus,125,2019,June,2019-06-01,5170.0,8.550821372396221,4,0,3,0,Pre-Pandemic,0
Bus,125,2019,March,2019-03-01,4981.0,8.513586695822125,0,7,0,0,Pre-Pandemic,0
Bus,125,2019,May,2019-05-01,5141.0,8.545197387825835,0,0,0,0,Pre-Pandemic,0
Bus,125,2019,November,2019-11-01,5174.0,8.55159461813357,0,0,0,0,Pre-Pandemic,0
Bus,125,2019,October,2019-10-01,5240.0,8.564267598802166,0,0,0,0,Pre-Pandemic,0
Bus,125,2019,September,2019-09-01,5175.0,8.551787836180736,0,0,0,0,Pre-Pandemic,0
Bus,125,2020,April,2020-04-01,1281.0,7.156176637480615,0,0,0,0,Pandemic,1
Bus,125,2020,August,2020-08-01,2001.0,7.601901959875166,12,0,3,0,Pandemic,1
Bus,125,2020,December,2020-12-01,1782.0,7.48605261786314,0,22,0,0,Pandemic,1
Bus,125,2020,February,2020-02-01,5005.0,8.518392471991719,0,0,0,0,Pre-Pandemic,0
Bus,125,2020,January,2020-01-01,5043.0,8.52595469708481,0,6,0,0,Pre-Pandemic,0
Bus,125,2020,July,2020-07-01,2183.0,7.688913336864796,54,0,0,0,Pandemic,1
Bus,125,2020,June,2020-06-01,2039.0,7.620705086838262,3,0,0,0,Pandemic,1
Bus,125,2020,March,2020-03-01,2328.0,7.753194269884341,0,0,0,0,Pandemic,1
Bus,125,2020,May,2020-05-01,1037.0,6.945051063725834,0,0,0,0,Pandemic,1
Bus,125,2020,November,2020-11-01,1763.0,7.475339236566737,0,0,0,0,Pandemic,1
Bus,125,2020,October,2020-10-01,1860.0,7.528869256642251,0,0,0,0,Pandemic,1
Bus,125,2020,September,2020-09-01,1765.0,7.476472381163905,0,0,0,0,Pandemic,1
Bus,125,2021,April,2021-04-01,2178.0,7.68662133494462,0,0,0,0,Pandemic,1
Bus,125,2021,August,2021-08-01,2464.0,7.80994708647679,22,0,0,0,Pandemic,1
Bus,125,2021,December,2021-12-01,2406.0,7.786136437783072,0,0,0,0,Pandemic,1
Bus,125,2021,February,2021-02-01,2068.0,7.634820677745543,0,36,0,3,Pandemic,1
Bus,125,2021,February,2021-02-01,2068.0,7.634820677745543,0,36,0,3,Pandemic,1
Bus,125,2021,January,2021-01-01,2150.0,7.67368812926773,0,26,0,0,Pandemic,1
Bus,125,2021,July,2021-07-01,2428.0,7.795234929002173,16,0,3,0,Pandemic,1
Bus,125,2021,June,2021-06-01,2253.0,7.720461694599722,30,0,0,0,Pandemic,1
Bus,125,2021,March,2021-03-01,2141.0,7.669495251007694,0,0,0,0,Pandemic,1
Bus,125,2021,May,2021-05-01,2230.0,7.7102051944325325,0,0,0,0,Pandemic,1
Bus,125,2021,November,2021-11-01,2453.0,7.805474625270857,0,0,0,0,Pandemic,1
Bus,125,2021,October,2021-10-01,2458.0,7.807510042216193,0,0,0,0,Pandemic,1
Bus,125,2021,September,2021-09-01,2355.0,7.764720544771477,0,0,0,0,Pandemic,1
Bus,125,2022,April,2022-04-01,2597.0,7.862497197230545,0,0,0,0,Post-Pandemic,2
Bus,125,2022,August,2022-08-01,2920.0,7.979681302387741,34,0,0,0,Post-Pandemic,2
Bus,125,2022,December,2022-12-01,2465.0,7.81035268372429,0,16,0,0,Post-Pandemic,2
Bus,125,2022,February,2022-02-01,2332.0,7.75491027202143,0,14,0,0,Post-Pandemic,2
Bus,125,2022,January,2022-01-01,2106.0,7.653020413804189,0,64,0,2,Post-Pandemic,2
Bus,125,2022,July,2022-07-01,2891.0,7.969703583278656,32,0,0,0,Post-Pandemic,2
Bus,125,2022,June,2022-06-01,2778.0,7.929846429742503,1,0,0,0,Post-Pandemic,2
Bus,125,2022,March,2022-03-01,2301.0,7.741533589281828,0,0,0,0,Post-Pandemic,2
Bus,125,2022,May,2022-05-01,2706.0,7.903596289614301,0,0,0,0,Post-Pandemic,2
Bus,125,2022,November,2022-11-01,2745.0,7.917900586327916,0,0,0,0,Post-Pandemic,2
Bus,125,2022,October,2022-10-01,2726.0,7.910957382845589,0,0,0,0,Post-Pandemic,2
Bus,125,2022,September,2022-09-01,2921.0,7.980023592310645,0,0,0,0,Post-Pandemic,2
Bus,125,2023,April,2023-04-01,2683.0,7.895063498091573,0,0,0,0,Post-Pandemic,2
Bus,125,2023,August,2023-08-01,2950.0,7.989899374942939,3,0,0,0,Post-Pandemic,2
Bus,125,2023,December,2023-12-01,2837.0,7.950854857719988,0,0,3,0,Post-Pandemic,2
Bus,125,2023,February,2023-02-01,2479.0,7.8160138391590275,0,4,0,0,Post-Pandemic,2
Bus,125,2023,January,2023-01-01,2527.0,7.835183755266748,0,0,0,0,Post-Pandemic,2
Bus,125,2023,July,2023-07-01,2884.0,7.9672801789422,36,0,0,0,Post-Pandemic,2
Bus,125,2023,June,2023-06-01,2992.0,8.004031507852698,0,0,0,0,Post-Pandemic,2
Bus,125,2023,March,2023-03-01,2544.0,7.841885928984623,0,0,0,0,Post-Pandemic,2
Bus,125,2023,May,2023-05-01,3011.0,8.010359588919783,0,0,0,0,Post-Pandemic,2
Bus,125,2023,November,2023-11-01,2895.0,7.971085753505607,0,0,0,0,Post-Pandemic,2
Bus,125,2023,October,2023-10-01,2986.0,8.00202481821611,0,0,0,0,Post-Pandemic,2
Bus,125,2023,September,2023-09-01,2874.0,7.963807953231451,7,0,0,0,Post-Pandemic,2
Bus,125,2024,April,2024-04-01,3018.0,8.012680929706839,0,0,0,0,Post-Pandemic,2
Bus,125,2024,August,2024-08-01,3340.0,8.114025442356757,6,0,0,0,Post-Pandemic,2
Bus,125,2024,December,2024-12-01,3094.0,8.037543185118697,0,28,0,0,Post-Pandemic,2
Bus,125,2024,February,2024-02-01,2838.0,7.951207156472972,0,5,0,0,Post-Pandemic,2
Bus,125,2024,January,2024-01-01,2624.0,7.872836175025724,0,45,0,1,Post-Pandemic,2
Bus,125,2024,July,2024-07-01,3205.0,8.072779333169498,42,0,0,0,Post-Pandemic,2
Bus,125,2024,June,2024-06-01,3459.0,8.14902386805177,7,0,0,0,Post-Pandemic,2
Bus,125,2024,March,2024-03-01,2694.0,7.899153483343097,0,0,4,0,Post-Pandemic,2
Bus,125,2024,May,2024-05-01,3150.0,8.055475141757274,0,0,0,0,Post-Pandemic,2
Bus,125,2024,November,2024-11-01,3308.0,8.104401307921613,0,0,0,0,Post-Pandemic,2
Bus,125,2024,October,2024-10-01,3240.0,8.083637203141548,0,0,0,0,Post-Pandemic,2
Bus,125,2024,September,2024-09-01,3361.0,8.120291313968561,0,0,0,0,Post-Pandemic,2
Bus,126,2019,April,2019-04-01,1110.0,7.01301578963963,0,0,0,0,Pre-Pandemic,0
Bus,126,2019,August,2019-08-01,1110.0,7.01301578963963,8,0,0,0,Pre-Pandemic,0
Bus,126,2019,December,2019-12-01,1119.0,7.02108396428914,0,18,0,0,Pre-Pandemic,0
Bus,126,2019,February,2019-02-01,967.0,6.875232087276577,0,20,0,0,Pre-Pandemic,0
Bus,126,2019,January,2019-01-01,967.0,6.875232087276577,0,28,0,0,Pre-Pandemic,0
Bus,126,2019,July,2019-07-01,1049.0,6.956545443151569,51,0,0,0,Pre-Pandemic,0
Bus,126,2019,June,2019-06-01,1077.0,6.982862751468942,4,0,3,0,Pre-Pandemic,0
Bus,126,2019,March,2019-03-01,1124.0,7.025538314638521,0,7,0,0,Pre-Pandemic,0
Bus,126,2019,May,2019-05-01,1117.0,7.0192966537150445,0,0,0,0,Pre-Pandemic,0
Bus,126,2019,November,2019-11-01,1127.0,7.028201432058005,0,0,0,0,Pre-Pandemic,0
Bus,126,2019,October,2019-10-01,1211.0,7.10002716662926,0,0,0,0,Pre-Pandemic,0
Bus,126,2019,September,2019-09-01,1229.0,7.114769448366463,0,0,0,0,Pre-Pandemic,0
Bus,126,2020,April,2020-04-01,368.0,5.910796644040527,0,0,0,0,Pandemic,1
Bus,126,2020,August,2020-08-01,555.0,6.320768294250582,12,0,3,0,Pandemic,1
Bus,126,2020,December,2020-12-01,476.0,6.1675164908883415,0,22,0,0,Pandemic,1
Bus,126,2020,February,2020-02-01,1222.0,7.109062135687172,0,0,0,0,Pre-Pandemic,0
Bus,126,2020,January,2020-01-01,1180.0,7.074116816197362,0,6,0,0,Pre-Pandemic,0
Bus,126,2020,July,2020-07-01,568.0,6.343880434126331,54,0,0,0,Pandemic,1
Bus,126,2020,June,2020-06-01,544.0,6.300785794663244,3,0,0,0,Pandemic,1
Bus,126,2020,March,2020-03-01,864.0,6.762729506931879,0,0,0,0,Pandemic,1
Bus,126,2020,May,2020-05-01,286.0,5.659482215759621,0,0,0,0,Pandemic,1
Bus,126,2020,November,2020-11-01,431.0,6.068425588244111,0,0,0,0,Pandemic,1
Bus,126,2020,October,2020-10-01,509.0,6.234410725718371,0,0,0,0,Pandemic,1
Bus,126,2020,September,2020-09-01,511.0,6.238324625039508,0,0,0,0,Pandemic,1
Bus,126,2021,April,2021-04-01,598.0,6.395261598115449,0,0,0,0,Pandemic,1
Bus,126,2021,August,2021-08-01,579.0,6.363028103540465,22,0,0,0,Pandemic,1
Bus,126,2021,December,2021-12-01,644.0,6.4692503167957724,0,0,0,0,Pandemic,1
Bus,126,2021,February,2021-02-01,573.0,6.352629396319567,0,36,0,3,Pandemic,1
Bus,126,2021,February,2021-02-01,573.0,6.352629396319567,0,36,0,3,Pandemic,1
Bus,126,2021,January,2021-01-01,594.0,6.38856140554563,0,26,0,0,Pandemic,1
Bus,126,2021,July,2021-07-01,597.0,6.393590753950631,16,0,3,0,Pandemic,1
Bus,126,2021,June,2021-06-01,580.0,6.364750756851911,30,0,0,0,Pandemic,1
Bus,126,2021,March,2021-03-01,598.0,6.395261598115449,0,0,0,0,Pandemic,1
Bus,126,2021,May,2021-05-01,607.0,6.410174881966167,0,0,0,0,Pandemic,1
Bus,126,2021,November,2021-11-01,682.0,6.52649485957079,0,0,0,0,Pandemic,1
Bus,126,2021,October,2021-10-01,653.0,6.483107351457199,0,0,0,0,Pandemic,1
Bus,126,2021,September,2021-09-01,677.0,6.519147287940395,0,0,0,0,Pandemic,1
Bus,126,2022,April,2022-04-01,696.0,6.546785410760524,0,0,0,0,Post-Pandemic,2
Bus,126,2022,August,2022-08-01,741.0,6.60934924316738,34,0,0,0,Post-Pandemic,2
Bus,126,2022,December,2022-12-01,577.0,6.359573868672378,0,16,0,0,Post-Pandemic,2
Bus,126,2022,February,2022-02-01,613.0,6.419994928147142,0,14,0,0,Post-Pandemic,2
Bus,126,2022,January,2022-01-01,526.0,6.267200548541362,0,64,0,2,Post-Pandemic,2
Bus,126,2022,July,2022-07-01,719.0,6.579251212010101,32,0,0,0,Post-Pandemic,2
Bus,126,2022,June,2022-06-01,707.0,6.56244409369372,1,0,0,0,Post-Pandemic,2
Bus,126,2022,March,2022-03-01,626.0,6.440946540632921,0,0,0,0,Post-Pandemic,2
Bus,126,2022,May,2022-05-01,663.0,6.498282149476434,0,0,0,0,Post-Pandemic,2
Bus,126,2022,November,2022-11-01,686.0,6.532334292222349,0,0,0,0,Post-Pandemic,2
Bus,126,2022,October,2022-10-01,675.0,6.516193076042964,0,0,0,0,Post-Pandemic,2
Bus,126,2022,September,2022-09-01,685.0,6.530877627725885,0,0,0,0,Post-Pandemic,2
Bus,126,2023,April,2023-04-01,760.0,6.634633357861686,0,0,0,0,Post-Pandemic,2
Bus,126,2023,August,2023-08-01,854.0,6.75110146893676,3,0,0,0,Post-Pandemic,2
Bus,126,2023,December,2023-12-01,795.0,6.679599185844383,0,0,3,0,Post-Pandemic,2
Bus,126,2023,February,2023-02-01,733.0,6.598509028614515,0,4,0,0,Post-Pandemic,2
Bus,126,2023,January,2023-01-01,667.0,6.504288173536645,0,0,0,0,Post-Pandemic,2
Bus,126,2023,July,2023-07-01,847.0,6.742880635791903,36,0,0,0,Post-Pandemic,2
Bus,126,2023,June,2023-06-01,834.0,6.727431724850855,0,0,0,0,Post-Pandemic,2
Bus,126,2023,March,2023-03-01,752.0,6.6240652277998935,0,0,0,0,Post-Pandemic,2
Bus,126,2023,May,2023-05-01,793.0,6.677083461247136,0,0,0,0,Post-Pandemic,2
Bus,126,2023,November,2023-11-01,845.0,6.740519359606223,0,0,0,0,Post-Pandemic,2
Bus,126,2023,October,2023-10-01,856.0,6.75343791859778,0,0,0,0,Post-Pandemic,2
Bus,126,2023,September,2023-09-01,857.0,6.754604099487962,7,0,0,0,Post-Pandemic,2
Bus,126,2024,April,2024-04-01,900.0,6.803505257608338,0,0,0,0,Post-Pandemic,2
Bus,126,2024,August,2024-08-01,940.0,6.846943139585379,6,0,0,0,Post-Pandemic,2
Bus,126,2024,December,2024-12-01,847.0,6.742880635791903,0,28,0,0,Post-Pandemic,2
Bus,126,2024,February,2024-02-01,789.0,6.672032945461067,0,5,0,0,Post-Pandemic,2
Bus,126,2024,January,2024-01-01,748.0,6.618738983517219,0,45,0,1,Post-Pandemic,2
Bus,126,2024,July,2024-07-01,1038.0,6.946013991099227,42,0,0,0,Post-Pandemic,2
Bus,126,2024,June,2024-06-01,897.0,6.8001700683022,7,0,0,0,Post-Pandemic,2
Bus,126,2024,March,2024-03-01,795.0,6.679599185844383,0,0,4,0,Post-Pandemic,2
Bus,126,2024,May,2024-05-01,854.0,6.75110146893676,0,0,0,0,Post-Pandemic,2
Bus,126,2024,November,2024-11-01,922.0,6.827629234502852,0,0,0,0,Post-Pandemic,2
Bus,126,2024,October,2024-10-01,948.0,6.855408798609928,0,0,0,0,Post-Pandemic,2
Bus,126,2024,September,2024-09-01,916.0,6.821107472256465,0,0,0,0,Post-Pandemic,2
Bus,127,2019,April,2019-04-01,547.0,6.306275286948016,0,0,0,0,Pre-Pandemic,0
Bus,127,2019,August,2019-08-01,552.0,6.315358001522335,8,0,0,0,Pre-Pandemic,0
Bus,127,2019,December,2019-12-01,514.0,6.244166900663736,0,18,0,0,Pre-Pandemic,0
Bus,127,2019,February,2019-02-01,595.0,6.39024066706535,0,20,0,0,Pre-Pandemic,0
Bus,127,2019,January,2019-01-01,595.0,6.39024066706535,0,28,0,0,Pre-Pandemic,0
Bus,127,2019,July,2019-07-01,566.0,6.340359303727752,51,0,0,0,Pre-Pandemic,0
Bus,127,2019,June,2019-06-01,535.0,6.284134161070802,4,0,3,0,Pre-Pandemic,0
Bus,127,2019,March,2019-03-01,527.0,6.269096283706261,0,7,0,0,Pre-Pandemic,0
Bus,127,2019,May,2019-05-01,520.0,6.255750041753367,0,0,0,0,Pre-Pandemic,0
Bus,127,2019,November,2019-11-01,532.0,6.278521424165844,0,0,0,0,Pre-Pandemic,0
Bus,127,2019,October,2019-10-01,535.0,6.284134161070802,0,0,0,0,Pre-Pandemic,0
Bus,127,2019,September,2019-09-01,544.0,6.300785794663244,0,0,0,0,Pre-Pandemic,0
Bus,127,2020,April,2020-04-01,205.0,5.327876168789581,0,0,0,0,Pandemic,1
Bus,127,2020,August,2020-08-01,251.0,5.529429087511423,12,0,3,0,Pandemic,1
Bus,127,2020,December,2020-12-01,206.0,5.332718793265369,0,22,0,0,Pandemic,1
Bus,127,2020,February,2020-02-01,515.0,6.246106765481563,0,0,0,0,Pre-Pandemic,0
